L,alfa,n,m,Estimator,MSE,Bias,mean_sesgo,min_mean_sesgo
2,-3,121,22,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,22,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,22,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,23,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,23,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,23,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,23,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,24,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,24,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,24,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,24,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,25,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,25,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,25,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,25,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,26,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,26,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,26,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,26,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,27,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,27,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,27,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,27,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,28,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,28,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,28,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,28,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,29,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,29,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,29,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,29,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,30,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,30,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,30,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,30,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,31,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,31,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,31,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,31,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,32,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,32,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,32,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,32,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,33,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,33,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,33,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,33,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,34,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,34,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,34,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,34,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,35,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,35,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,35,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,35,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,36,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,36,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,36,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,36,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,37,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,37,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,37,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,37,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,38,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,38,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,38,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,38,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,39,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,39,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,39,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,39,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,40,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,40,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,40,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,40,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,41,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,41,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,41,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,41,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,42,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,42,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,42,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,42,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,43,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,43,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,43,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,43,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,44,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,44,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,44,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,44,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,45,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,45,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,45,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,45,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,46,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,46,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,46,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,46,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,47,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,47,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,47,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,47,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,48,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,48,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,48,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,48,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,49,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,49,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,49,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,49,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,50,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,50,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,50,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,50,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,51,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,51,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,51,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,51,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,52,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,52,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,52,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,52,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,53,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,53,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,53,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,53,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,54,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,54,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,54,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,54,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,55,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,55,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,55,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,55,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,56,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,56,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,56,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,56,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,57,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,57,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,57,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,57,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,58,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,58,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,58,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,58,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,59,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,59,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,59,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,59,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,60,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,60,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,60,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,60,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,9,2,HMV.opt,0.33279578,-0.163056566,0.071832476,0.071832476
2,-3,9,2,HMV.opt,0.152620652,-0.061024932,0.071832476,0.071832476
2,-5,9,2,HMV.opt,0.104536444,-0.04944576,0.071832476,0.071832476
2,-8,9,2,HMV.opt,0.086677828,-0.013802645,0.071832476,0.071832476
2,-1.5,9,3,HMV.opt,0.33279578,-0.163056566,0.071832476,0.071832476
2,-3,9,3,HMV.opt,0.152620652,-0.061024932,0.071832476,0.071832476
2,-5,9,3,HMV.opt,0.104536444,-0.04944576,0.071832476,0.071832476
2,-8,9,3,HMV.opt,0.086677828,-0.013802645,0.071832476,0.071832476
2,-1.5,9,4,HMV.opt,0.33279578,-0.163056566,0.071832476,0.071832476
2,-3,9,4,HMV.opt,0.152620652,-0.061024932,0.071832476,0.071832476
2,-5,9,4,HMV.opt,0.104536444,-0.04944576,0.071832476,0.071832476
2,-8,9,4,HMV.opt,0.086677828,-0.013802645,0.071832476,0.071832476
2,-1.5,25,2,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,2,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,2,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,2,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,3,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,3,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,3,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,3,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,4,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,4,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,4,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,4,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,5,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,5,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,5,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,5,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,6,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,6,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,6,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,6,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,7,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,7,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,7,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,7,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,8,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,8,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,8,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,8,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,9,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,9,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,9,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,9,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,10,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,10,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,10,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,10,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,11,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,11,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,11,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,11,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,25,12,HMV.opt,0.107303322,-0.081823898,0.035650581,0.035650581
2,-3,25,12,HMV.opt,0.053098753,-0.043991955,0.035650581,0.035650581
2,-5,25,12,HMV.opt,0.036054277,-0.014192624,0.035650581,0.035650581
2,-8,25,12,HMV.opt,0.028506492,0.002593848,0.035650581,0.035650581
2,-1.5,49,2,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,2,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,2,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,2,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,3,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,3,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,3,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,3,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,4,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,4,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,4,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,4,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,5,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,5,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,5,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,5,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,6,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,6,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,6,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,6,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,7,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,7,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,7,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,7,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,8,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,8,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,8,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,8,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,9,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,9,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,9,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,9,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,10,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,10,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,10,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,10,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,11,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,11,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,11,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,11,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,12,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,12,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,12,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,12,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,13,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,13,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,13,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,13,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,14,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,14,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,14,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,14,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,15,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,15,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,15,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,15,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,16,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,16,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,16,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,16,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,17,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,17,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,17,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,17,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,18,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,18,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,18,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,18,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,19,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,19,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,19,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,19,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,20,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,20,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,20,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,20,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,21,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,21,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,21,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,21,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,22,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,22,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,22,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,22,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,23,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,23,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,23,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,23,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,49,24,HMV.opt,0.056920055,-0.065376344,0.025380757,0.025380757
2,-3,49,24,HMV.opt,0.030619638,-0.018029442,0.025380757,0.025380757
2,-5,49,24,HMV.opt,0.020225661,-0.017895874,0.025380757,0.025380757
2,-8,49,24,HMV.opt,0.015536197,0.000221368,0.025380757,0.025380757
2,-1.5,81,2,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,2,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,2,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,2,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,3,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,3,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,3,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,3,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,4,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,4,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,4,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,4,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,5,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,5,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,5,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,5,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,6,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,6,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,6,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,6,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,7,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,7,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,7,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,7,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,8,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,8,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,8,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,8,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,9,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,9,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,9,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,9,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,10,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,10,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
